Price,Regionname
439000,Western Metropolitan
1040000,Western Metropolitan
1670000,Western Metropolitan
1464408,Western Metropolitan
1940000,Western Metropolitan
560000,Western Metropolitan
940000,Western Metropolitan
1515000,Western Metropolitan
1100000,Western Metropolitan
1350000,Western Metropolitan
2300000,Western Metropolitan
1302500,Western Metropolitan
1420200,Western Metropolitan
970000,Western Metropolitan
1900000,Western Metropolitan
1070000,Western Metropolitan
1204392,Western Metropolitan
542000,Western Metropolitan
1240000,Western Metropolitan
955000,Western Metropolitan
1680000,Western Metropolitan
1204392,Western Metropolitan
1410000,Western Metropolitan
759373,Western Metropolitan
1656000,Southern Metropolitan
317350,Southern Metropolitan
707000,Southern Metropolitan
770000,Southern Metropolitan
582000,Southern Metropolitan
1200000,Southern Metropolitan
1206607,Southern Metropolitan
490000,Southern Metropolitan
1600000,Southern Metropolitan
1535333,Southern Metropolitan
1255000,Southern Metropolitan
420500,Southern Metropolitan
535000,Southern Metropolitan
1416000,Southern Metropolitan
586000,Southern Metropolitan
926000,Southern Metropolitan
1230000,Western Metropolitan
1560000,Western Metropolitan
2000000,Western Metropolitan
1008105,Western Metropolitan
820000,Western Metropolitan
1530000,Western Metropolitan
1400000,Western Metropolitan
1200000,Western Metropolitan
1325500,Western Metropolitan
890000,Western Metropolitan
1120000,Western Metropolitan
1252379,Western Metropolitan
497000,Western Metropolitan
1008105,Western Metropolitan
975000,Western Metropolitan
1820000,Western Metropolitan
900000,Western Metropolitan
870000,Western Metropolitan
1008105,Western Metropolitan
1410000,Western Metropolitan
1700000,Western Metropolitan
1008105,Western Metropolitan
956000,Western Metropolitan
1215000,Western Metropolitan
828000,Western Metropolitan
1650000,Western Metropolitan
2337000,Western Metropolitan
1370000,Western Metropolitan
1070000,Western Metropolitan
1075000,Western Metropolitan
1100000,Western Metropolitan
1008105,Western Metropolitan
1312000,Western Metropolitan
960000,Western Metropolitan
935000,Western Metropolitan
810000,Western Metropolitan
1200000,Western Metropolitan
850000,Western Metropolitan
944000,Western Metropolitan
510000,Western Metropolitan
325000,Western Metropolitan
800000,Western Metropolitan
1450000,Western Metropolitan
500000,Western Metropolitan
1405000,Western Metropolitan
1343000,Northern Metropolitan
680000,Northern Metropolitan
695000,Northern Metropolitan
420000,Northern Metropolitan
1300000,Northern Metropolitan
995000,Northern Metropolitan
1750000,Northern Metropolitan
882474,Northern Metropolitan
1822000,Northern Metropolitan
1822722,Northern Metropolitan
1100000,Northern Metropolitan
1295000,Northern Metropolitan
1610000,Northern Metropolitan
970000,Northern Metropolitan
970000,Northern Metropolitan
440000,Northern Metropolitan
1000000,Northern Metropolitan
2990000,Northern Metropolitan
1006000,Northern Metropolitan
1050000,Northern Metropolitan
1290000,Northern Metropolitan
471250,Northern Metropolitan
1235000,Northern Metropolitan
882474,Northern Metropolitan
600000,Northern Metropolitan
955000,Northern Metropolitan
601000,Northern Metropolitan
755000,Northern Metropolitan
1400000,Northern Metropolitan
1005000,Northern Metropolitan
860000,Northern Metropolitan
1306000,Northern Metropolitan
650000,Northern Metropolitan
785105,Northern Metropolitan
1250000,Northern Metropolitan
648000,Northern Metropolitan
606289,Northern Metropolitan
1567000,Southern Metropolitan
2525000,Southern Metropolitan
1615000,Southern Metropolitan
655000,Southern Metropolitan
1351000,Southern Metropolitan
1205000,Southern Metropolitan
676000,Southern Metropolitan
1145000,Southern Metropolitan
1600000,Southern Metropolitan
1840000,Southern Metropolitan
1580000,Southern Metropolitan
1300000,Southern Metropolitan
2250000,Southern Metropolitan
437500,Southern Metropolitan
1262800,Southern Metropolitan
960000,Southern Metropolitan
1486000,Southern Metropolitan
1461000,Southern Metropolitan
1262800,Southern Metropolitan
1425000,Southern Metropolitan
1710000,Southern Metropolitan
311500,Southern Metropolitan
835000,Northern Metropolitan
3970000,Northern Metropolitan
2790000,Northern Metropolitan
1446000,Northern Metropolitan
500000,Northern Metropolitan
790980,Northern Metropolitan
755000,Northern Metropolitan
750000,Northern Metropolitan
1290000,Northern Metropolitan
622816,Northern Metropolitan
999000,Northern Metropolitan
800000,Northern Metropolitan
800000,Northern Metropolitan
806000,Northern Metropolitan
650000,Northern Metropolitan
790980,Northern Metropolitan
660000,Northern Metropolitan
770000,Northern Metropolitan
496000,Northern Metropolitan
585000,Northern Metropolitan
540000,Northern Metropolitan
790980,Northern Metropolitan
708000,Northern Metropolitan
497000,Northern Metropolitan
800000,Northern Metropolitan
1395000,Northern Metropolitan
427500,Northern Metropolitan
1301000,Northern Metropolitan
790980,Northern Metropolitan
560000,Northern Metropolitan
620000,Northern Metropolitan
1410000,Northern Metropolitan
520000,Northern Metropolitan
652000,Northern Metropolitan
1017500,Northern Metropolitan
622816,Northern Metropolitan
910000,Northern Metropolitan
600000,Northern Metropolitan
600000,Northern Metropolitan
690000,Northern Metropolitan
958000,Northern Metropolitan
770000,Northern Metropolitan
1400000,Southern Metropolitan
956378,Southern Metropolitan
1557621,Southern Metropolitan
520000,Southern Metropolitan
1557621,Southern Metropolitan
1557621,Southern Metropolitan
1332000,Southern Metropolitan
801000,Southern Metropolitan
956378,Southern Metropolitan
1557621,Southern Metropolitan
2400000,Southern Metropolitan
1557621,Southern Metropolitan
956378,Southern Metropolitan
1995000,Southern Metropolitan
562567,Southern Metropolitan
575000,Southern Metropolitan
1000000,Southern Metropolitan
1557621,Southern Metropolitan
2121389,Southern Metropolitan
1700000,Southern Metropolitan
1557621,Southern Metropolitan
1557621,Southern Metropolitan
1557621,Southern Metropolitan
1557621,Southern Metropolitan
950000,Southern Metropolitan
730000,Southern Metropolitan
1110000,Southern Metropolitan
2250000,Southern Metropolitan
2700000,Southern Metropolitan
1375000,Southern Metropolitan
1805000,Southern Metropolitan
956378,Southern Metropolitan
600000,Southern Metropolitan
1030000,Southern Metropolitan
1501065,Southern Metropolitan
1251000,Southern Metropolitan
1501065,Southern Metropolitan
1305000,Southern Metropolitan
928276,Southern Metropolitan
2250000,Southern Metropolitan
550000,Southern Metropolitan
928276,Southern Metropolitan
805000,Southern Metropolitan
485324,Southern Metropolitan
1615000,Southern Metropolitan
645000,Southern Metropolitan
928276,Southern Metropolitan
550000,Southern Metropolitan
410000,Southern Metropolitan
1501065,Southern Metropolitan
690000,Southern Metropolitan
630000,Southern Metropolitan
685000,Southern Metropolitan
928276,Southern Metropolitan
570000,Southern Metropolitan
2616889,Southern Metropolitan
860000,Southern Metropolitan
1388000,Southern Metropolitan
880000,Southern Metropolitan
475000,Southern Metropolitan
888000,Southern Metropolitan
1501065,Southern Metropolitan
792000,Northern Metropolitan
605000,Northern Metropolitan
413000,Northern Metropolitan
1190000,Northern Metropolitan
2000000,Northern Metropolitan
1045000,Northern Metropolitan
1121000,Northern Metropolitan
920034,Northern Metropolitan
715000,Northern Metropolitan
718834,Northern Metropolitan
1200000,Northern Metropolitan
718834,Northern Metropolitan
917500,Northern Metropolitan
1001780,Northern Metropolitan
770000,Northern Metropolitan
800000,Northern Metropolitan
1075000,Northern Metropolitan
1015000,Northern Metropolitan
825000,Northern Metropolitan
532500,Northern Metropolitan
880000,Northern Metropolitan
1020000,Northern Metropolitan
1120000,Northern Metropolitan
1000000,Northern Metropolitan
1010000,Northern Metropolitan
860000,Northern Metropolitan
1110000,Northern Metropolitan
800000,Northern Metropolitan
910000,Northern Metropolitan
1215000,Northern Metropolitan
2300000,Northern Metropolitan
1108000,Northern Metropolitan
610000,Northern Metropolitan
801000,Northern Metropolitan
655000,Northern Metropolitan
1010000,Northern Metropolitan
690000,Northern Metropolitan
620000,Northern Metropolitan
630000,Northern Metropolitan
1100000,Northern Metropolitan
1055000,Northern Metropolitan
560000,Northern Metropolitan
385000,Northern Metropolitan
718834,Northern Metropolitan
1550000,Northern Metropolitan
539099,Northern Metropolitan
741000,Northern Metropolitan
725000,Northern Metropolitan
615000,Northern Metropolitan
406000,Northern Metropolitan
825000,Northern Metropolitan
1010000,Northern Metropolitan
539099,Northern Metropolitan
852000,Northern Metropolitan
595000,Northern Metropolitan
511000,Northern Metropolitan
663500,Northern Metropolitan
665000,Northern Metropolitan
631000,Northern Metropolitan
668000,Northern Metropolitan
905000,Northern Metropolitan
845000,Northern Metropolitan
815000,Northern Metropolitan
770000,Northern Metropolitan
935000,Northern Metropolitan
610000,Northern Metropolitan
980000,Northern Metropolitan
861500,Northern Metropolitan
801000,Northern Metropolitan
1150000,Northern Metropolitan
760000,Northern Metropolitan
490000,Northern Metropolitan
605000,Northern Metropolitan
810000,Northern Metropolitan
652000,Northern Metropolitan
721441,Northern Metropolitan
515000,Northern Metropolitan
615000,Northern Metropolitan
407000,Northern Metropolitan
315000,Northern Metropolitan
871000,Northern Metropolitan
930000,Northern Metropolitan
741000,Northern Metropolitan
375000,Northern Metropolitan
1005000,Northern Metropolitan
748500,Northern Metropolitan
800000,Northern Metropolitan
640000,Northern Metropolitan
730000,Northern Metropolitan
395000,Northern Metropolitan
550000,Northern Metropolitan
1075000,Northern Metropolitan
643500,Northern Metropolitan
1025000,Northern Metropolitan
505000,Northern Metropolitan
950000,Northern Metropolitan
1110000,Northern Metropolitan
950000,Northern Metropolitan
1226000,Northern Metropolitan
500000,Northern Metropolitan
1214000,Northern Metropolitan
1510000,Northern Metropolitan
370000,Northern Metropolitan
790000,Northern Metropolitan
1400000,Northern Metropolitan
485000,Northern Metropolitan
500000,Northern Metropolitan
1090000,Northern Metropolitan
1785000,Northern Metropolitan
560000,Northern Metropolitan
690000,Northern Metropolitan
1050000,Northern Metropolitan
2060000,Northern Metropolitan
490000,Northern Metropolitan
1435016,Northern Metropolitan
310000,Northern Metropolitan
1435016,Northern Metropolitan
860000,Northern Metropolitan
1052000,Northern Metropolitan
871890,Northern Metropolitan
3000000,Northern Metropolitan
685000,Northern Metropolitan
871890,Northern Metropolitan
1330000,Northern Metropolitan
440000,Northern Metropolitan
630000,Northern Metropolitan
1811528,Northern Metropolitan
1210000,Northern Metropolitan
871890,Northern Metropolitan
911000,Northern Metropolitan
1590000,Northern Metropolitan
913469,Eastern Metropolitan
888500,Eastern Metropolitan
1380000,Eastern Metropolitan
810000,Eastern Metropolitan
1166833,Eastern Metropolitan
913469,Eastern Metropolitan
1166833,Eastern Metropolitan
1150000,Eastern Metropolitan
1166833,Eastern Metropolitan
1160000,Eastern Metropolitan
1166833,Eastern Metropolitan
615000,Eastern Metropolitan
940000,Eastern Metropolitan
800000,Eastern Metropolitan
842000,Western Metropolitan
665000,Western Metropolitan
950000,Western Metropolitan
495000,Western Metropolitan
1085000,Western Metropolitan
847000,Western Metropolitan
785000,Western Metropolitan
2240000,Southern Metropolitan
2050000,Southern Metropolitan
460000,Southern Metropolitan
1661711,Southern Metropolitan
650000,Southern Metropolitan
1100000,Southern Metropolitan
1661711,Southern Metropolitan
1820000,Southern Metropolitan
580000,Southern Metropolitan
1661711,Southern Metropolitan
1780000,Southern Metropolitan
1661711,Southern Metropolitan
1024000,Southern Metropolitan
680000,Southern Metropolitan
1732000,Southern Metropolitan
1150000,Southern Metropolitan
710000,Southern Metropolitan
921838,Southern Metropolitan
1150000,Southern Metropolitan
1320000,Southern Metropolitan
537000,Southern Metropolitan
800000,Southern Metropolitan
866124,Southern Metropolitan
1666669,Southern Metropolitan
410000,Southern Metropolitan
499000,Southern Metropolitan
3035278,Southern Metropolitan
1666669,Southern Metropolitan
1214000,Southern Metropolitan
1666669,Southern Metropolitan
485000,Southern Metropolitan
462138,Southern Metropolitan
920000,Southern Metropolitan
866124,Southern Metropolitan
615000,Southern Metropolitan
1666669,Southern Metropolitan
642000,Southern Metropolitan
462138,Southern Metropolitan
440000,Southern Metropolitan
3475000,Southern Metropolitan
1710000,Southern Metropolitan
866124,Southern Metropolitan
3035278,Southern Metropolitan
851000,Southern Metropolitan
2030000,Southern Metropolitan
1040000,Southern Metropolitan
1405000,Southern Metropolitan
850000,Southern Metropolitan
792500,Southern Metropolitan
880000,Southern Metropolitan
390500,Southern Metropolitan
866124,Southern Metropolitan
2050000,Southern Metropolitan
595000,Southern Metropolitan
346000,Southern Metropolitan
786000,Southern Metropolitan
520000,Southern Metropolitan
320000,Southern Metropolitan
610500,Southern Metropolitan
350000,Southern Metropolitan
1120000,Southern Metropolitan
1363452,Southern Metropolitan
1450000,Southern Metropolitan
1050000,Southern Metropolitan
431258,Southern Metropolitan
1077000,Southern Metropolitan
1301000,Southern Metropolitan
694391,Southern Metropolitan
1440000,Southern Metropolitan
410000,Southern Metropolitan
1363452,Southern Metropolitan
680000,Southern Metropolitan
1361000,Southern Metropolitan
1000000,Southern Metropolitan
480000,Southern Metropolitan
431258,Southern Metropolitan
500000,Southern Metropolitan
2332143,Southern Metropolitan
902000,Southern Metropolitan
1190000,Southern Metropolitan
920000,Southern Metropolitan
694391,Southern Metropolitan
482000,Southern Metropolitan
2260000,Southern Metropolitan
810000,Western Metropolitan
1092490,Western Metropolitan
750000,Western Metropolitan
1021000,Western Metropolitan
925000,Western Metropolitan
910000,Western Metropolitan
1225000,Western Metropolitan
1092490,Western Metropolitan
900000,Western Metropolitan
1341914,Western Metropolitan
1350000,Western Metropolitan
995000,Western Metropolitan
860000,Western Metropolitan
1150000,Western Metropolitan
1092490,Western Metropolitan
940000,Western Metropolitan
726000,Western Metropolitan
950000,Western Metropolitan
760000,Western Metropolitan
990000,Western Metropolitan
651500,Western Metropolitan
600000,Western Metropolitan
891000,Western Metropolitan
596000,Western Metropolitan
719607,Western Metropolitan
970000,Western Metropolitan
841000,Western Metropolitan
710000,Western Metropolitan
840000,Western Metropolitan
660000,Western Metropolitan
692000,Western Metropolitan
830000,Western Metropolitan
600000,Western Metropolitan
660000,Western Metropolitan
630000,Western Metropolitan
610574,Western Metropolitan
718000,Western Metropolitan
412500,Western Metropolitan
591438,Western Metropolitan
610574,Western Metropolitan
775000,Western Metropolitan
571000,Western Metropolitan
490000,Western Metropolitan
716000,Western Metropolitan
644363,Western Metropolitan
660000,Western Metropolitan
511000,Western Metropolitan
515000,Western Metropolitan
530000,Western Metropolitan
685000,Western Metropolitan
475000,Western Metropolitan
370000,Western Metropolitan
573077,Western Metropolitan
700000,Western Metropolitan
521000,Western Metropolitan
571000,Western Metropolitan
710000,Western Metropolitan
682000,Southern Metropolitan
1100000,Southern Metropolitan
2033148,Southern Metropolitan
825000,Southern Metropolitan
1525000,Southern Metropolitan
790012,Southern Metropolitan
1260000,Southern Metropolitan
2033148,Southern Metropolitan
2170533,Southern Metropolitan
2360000,Southern Metropolitan
1250000,Southern Metropolitan
1490000,Southern Metropolitan
1506260,Southern Metropolitan
2033148,Southern Metropolitan
1100000,Southern Metropolitan
1600000,Southern Metropolitan
2033148,Southern Metropolitan
1652000,Southern Metropolitan
925000,Southern Metropolitan
2033148,Southern Metropolitan
2033148,Southern Metropolitan
1506260,Southern Metropolitan
2370000,Southern Metropolitan
940000,Eastern Metropolitan
1503500,Eastern Metropolitan
950000,Eastern Metropolitan
1370000,Eastern Metropolitan
1181000,Eastern Metropolitan
1385000,Eastern Metropolitan
1230000,Eastern Metropolitan
1340000,Eastern Metropolitan
1091509,Eastern Metropolitan
1180000,Eastern Metropolitan
1647000,Eastern Metropolitan
1208600,Eastern Metropolitan
1550000,Eastern Metropolitan
1302000,Eastern Metropolitan
1775000,Eastern Metropolitan
1611000,Eastern Metropolitan
975000,Eastern Metropolitan
750000,Northern Metropolitan
765000,Northern Metropolitan
1750000,Northern Metropolitan
1345000,Northern Metropolitan
1080000,Northern Metropolitan
1645000,Northern Metropolitan
1195000,Northern Metropolitan
716000,Northern Metropolitan
1172715,Northern Metropolitan
865000,Northern Metropolitan
462000,Northern Metropolitan
1100000,Northern Metropolitan
1635000,Northern Metropolitan
998000,Northern Metropolitan
600000,Northern Metropolitan
1346000,Northern Metropolitan
1130000,Northern Metropolitan
1436414,Northern Metropolitan
1275000,Northern Metropolitan
1200000,Northern Metropolitan
1172715,Northern Metropolitan
1436414,Northern Metropolitan
915000,Northern Metropolitan
300000,Northern Metropolitan
1050000,Northern Metropolitan
880000,Northern Metropolitan
960000,Northern Metropolitan
421000,Northern Metropolitan
1260000,Northern Metropolitan
1100000,Northern Metropolitan
810000,Eastern Metropolitan
1140000,Eastern Metropolitan
1003000,Eastern Metropolitan
873023,Eastern Metropolitan
1070344,Eastern Metropolitan
1155000,Eastern Metropolitan
873023,Eastern Metropolitan
1193000,Northern Metropolitan
880000,Northern Metropolitan
826000,Northern Metropolitan
952000,Northern Metropolitan
677500,Northern Metropolitan
752174,Northern Metropolitan
761000,Northern Metropolitan
715000,Northern Metropolitan
932500,Northern Metropolitan
895000,Northern Metropolitan
1435000,Western Metropolitan
470000,Western Metropolitan
502000,Western Metropolitan
989588,Western Metropolitan
580000,Western Metropolitan
375000,Western Metropolitan
650000,Western Metropolitan
815000,Western Metropolitan
970000,Western Metropolitan
989588,Western Metropolitan
1325000,Western Metropolitan
890000,Western Metropolitan
900000,Western Metropolitan
830000,Western Metropolitan
888000,Western Metropolitan
1040000,Western Metropolitan
490000,Western Metropolitan
935000,Western Metropolitan
975000,Western Metropolitan
580917,Western Metropolitan
580917,Western Metropolitan
2165000,Western Metropolitan
1245000,Western Metropolitan
2075000,Western Metropolitan
543000,Western Metropolitan
1150000,Western Metropolitan
1290000,Western Metropolitan
1000000,Western Metropolitan
2040000,Western Metropolitan
1270450,Western Metropolitan
1412000,Western Metropolitan
465000,Western Metropolitan
1810000,Western Metropolitan
855000,Western Metropolitan
550000,Western Metropolitan
490000,Western Metropolitan
1200000,Western Metropolitan
1330000,Western Metropolitan
1500000,Western Metropolitan
1630000,Western Metropolitan
935000,Western Metropolitan
990000,Western Metropolitan
950000,Western Metropolitan
1196000,Western Metropolitan
470000,Western Metropolitan
1131500,Western Metropolitan
1016341,Western Metropolitan
2035000,Western Metropolitan
935000,Western Metropolitan
892000,Western Metropolitan
407400,Western Metropolitan
985500,Western Metropolitan
650000,Western Metropolitan
1070000,Western Metropolitan
397000,Western Metropolitan
1035000,Western Metropolitan
1370000,Western Metropolitan
650000,Western Metropolitan
820000,Western Metropolitan
750000,Western Metropolitan
497600,Western Metropolitan
970000,Western Metropolitan
1016341,Western Metropolitan
1256000,Western Metropolitan
1120000,Western Metropolitan
930000,Western Metropolitan
1425000,Western Metropolitan
872500,Western Metropolitan
1455000,Western Metropolitan
331000,Western Metropolitan
950000,Western Metropolitan
1237083,Northern Metropolitan
1800000,Northern Metropolitan
1000000,Northern Metropolitan
1237083,Northern Metropolitan
1271000,Northern Metropolitan
745000,Northern Metropolitan
870000,Northern Metropolitan
1270000,Northern Metropolitan
937432,Northern Metropolitan
1050000,Northern Metropolitan
1242000,Northern Metropolitan
1165000,Northern Metropolitan
872500,Western Metropolitan
720000,Western Metropolitan
866000,Western Metropolitan
905000,Western Metropolitan
985000,Western Metropolitan
510000,Western Metropolitan
480000,Western Metropolitan
723000,Western Metropolitan
800000,Western Metropolitan
420000,Western Metropolitan
700000,Western Metropolitan
580000,Western Metropolitan
621000,Western Metropolitan
600000,Western Metropolitan
840000,Western Metropolitan
925000,Western Metropolitan
1480000,Western Metropolitan
1850000,Western Metropolitan
600000,Western Metropolitan
597500,Western Metropolitan
587398,Western Metropolitan
1165000,Western Metropolitan
1450000,Southern Metropolitan
925000,Southern Metropolitan
2220000,Southern Metropolitan
1510000,Southern Metropolitan
1912500,Southern Metropolitan
1380800,Southern Metropolitan
1506365,Southern Metropolitan
2085000,Southern Metropolitan
1578289,Southern Metropolitan
859351,Southern Metropolitan
1380000,Southern Metropolitan
830000,Southern Metropolitan
850000,Southern Metropolitan
1578289,Southern Metropolitan
1135000,Southern Metropolitan
2249415,Southern Metropolitan
2000000,Southern Metropolitan
2946481,Southern Metropolitan
825000,Southern Metropolitan
2249415,Southern Metropolitan
1300000,Southern Metropolitan
1670000,Southern Metropolitan
1680000,Southern Metropolitan
1525000,Southern Metropolitan
347500,Western Metropolitan
599999,Western Metropolitan
750000,Western Metropolitan
1005000,Western Metropolitan
1520000,Northern Metropolitan
783348,Northern Metropolitan
960000,Northern Metropolitan
995000,Northern Metropolitan
490000,Northern Metropolitan
500000,Northern Metropolitan
1435200,Eastern Metropolitan
1750000,Eastern Metropolitan
2710000,Eastern Metropolitan
503000,Northern Metropolitan
810000,Northern Metropolitan
1348500,Northern Metropolitan
850000,Southern Metropolitan
740000,Southern Metropolitan
640000,Southern Metropolitan
2030231,Southern Metropolitan
1940000,Southern Metropolitan
742726,Southern Metropolitan
1800000,Southern Metropolitan
595000,Southern Metropolitan
632500,Southern Metropolitan
687000,Southern Metropolitan
1260000,Southern Metropolitan
737244,Southern Metropolitan
695000,Southern Metropolitan
747500,Southern Metropolitan
950000,Southern Metropolitan
360000,Southern Metropolitan
1875000,Southern Metropolitan
1510721,Southern Metropolitan
642000,Southern Metropolitan
1520000,Southern Metropolitan
2275000,Southern Metropolitan
800000,Southern Metropolitan
2306875,Southern Metropolitan
500000,Southern Metropolitan
2306875,Southern Metropolitan
737244,Southern Metropolitan
2306875,Southern Metropolitan
490000,Southern Metropolitan
1291000,Western Metropolitan
692500,Western Metropolitan
667500,Western Metropolitan
810000,Western Metropolitan
415500,Western Metropolitan
812000,Western Metropolitan
1100000,Northern Metropolitan
1350000,Northern Metropolitan
1628667,Northern Metropolitan
600000,Northern Metropolitan
1628667,Northern Metropolitan
1628667,Northern Metropolitan
1628667,Northern Metropolitan
1320000,Northern Metropolitan
945824,Northern Metropolitan
945824,Northern Metropolitan
1350000,Northern Metropolitan
2725000,Northern Metropolitan
945824,Northern Metropolitan
945824,Northern Metropolitan
1300000,Northern Metropolitan
745000,Northern Metropolitan
1050000,Northern Metropolitan
1326000,Northern Metropolitan
1200000,Northern Metropolitan
880000,Northern Metropolitan
681500,Northern Metropolitan
1250000,Southern Metropolitan
680000,Western Metropolitan
741000,Western Metropolitan
990000,Western Metropolitan
970000,Western Metropolitan
485000,Northern Metropolitan
610000,Northern Metropolitan
618000,Northern Metropolitan
480000,Northern Metropolitan
515000,Northern Metropolitan
513800,Northern Metropolitan
760000,Western Metropolitan
616000,Western Metropolitan
773000,Western Metropolitan
355000,Northern Metropolitan
425000,Northern Metropolitan
535000,Northern Metropolitan
500000,Northern Metropolitan
525000,Northern Metropolitan
1110000,Northern Metropolitan
917500,Northern Metropolitan
730000,Northern Metropolitan
811000,Northern Metropolitan
717000,Northern Metropolitan
1190000,Northern Metropolitan
903000,Northern Metropolitan
902500,Northern Metropolitan
1817000,Northern Metropolitan
528000,Northern Metropolitan
1000000,Northern Metropolitan
380000,Northern Metropolitan
1817000,Northern Metropolitan
733359,Northern Metropolitan
1420000,Southern Metropolitan
1335000,Southern Metropolitan
2550000,Southern Metropolitan
1300000,Southern Metropolitan
2550000,Southern Metropolitan
2860000,Southern Metropolitan
1630000,Southern Metropolitan
2250000,Southern Metropolitan
754400,Southern Metropolitan
1035000,Southern Metropolitan
1136625,Southern Metropolitan
1321000,Southern Metropolitan
742500,Southern Metropolitan
860000,Southern Metropolitan
493700,Northern Metropolitan
2161000,Northern Metropolitan
1334794,Northern Metropolitan
1334794,Northern Metropolitan
1485000,Northern Metropolitan
755000,Northern Metropolitan
940000,Northern Metropolitan
825000,South-Eastern Metropolitan
770000,South-Eastern Metropolitan
985100,South-Eastern Metropolitan
1410000,South-Eastern Metropolitan
815000,South-Eastern Metropolitan
1205500,South-Eastern Metropolitan
1042500,South-Eastern Metropolitan
1081698,South-Eastern Metropolitan
799999,South-Eastern Metropolitan
1200000,South-Eastern Metropolitan
876188,Western Metropolitan
905000,Western Metropolitan
447531,Western Metropolitan
815000,Western Metropolitan
321000,Western Metropolitan
995000,Western Metropolitan
1290000,Western Metropolitan
300000,Western Metropolitan
505000,Southern Metropolitan
595000,Southern Metropolitan
580000,Southern Metropolitan
580000,Southern Metropolitan
599417,Southern Metropolitan
1320000,Western Metropolitan
380000,Western Metropolitan
716286,Western Metropolitan
1100000,Western Metropolitan
660000,Western Metropolitan
867000,Southern Metropolitan
552000,Southern Metropolitan
655000,Southern Metropolitan
840000,Southern Metropolitan
1010000,Southern Metropolitan
2154049,Southern Metropolitan
948796,Southern Metropolitan
650000,Southern Metropolitan
650000,Southern Metropolitan
2400000,Southern Metropolitan
3805000,Southern Metropolitan
3600000,Southern Metropolitan
750000,Southern Metropolitan
1320000,Southern Metropolitan
922500,Southern Metropolitan
760000,Southern Metropolitan
546000,Western Metropolitan
670000,Western Metropolitan
1070000,Western Metropolitan
1575000,Western Metropolitan
1520000,Western Metropolitan
720000,Western Metropolitan
1175000,Western Metropolitan
1045000,Western Metropolitan
585000,Southern Metropolitan
690000,Southern Metropolitan
854000,Southern Metropolitan
900000,Southern Metropolitan
350000,Southern Metropolitan
880396,Northern Metropolitan
955000,Northern Metropolitan
721500,Northern Metropolitan
1060000,Northern Metropolitan
780250,Northern Metropolitan
984000,Northern Metropolitan
450000,Southern Metropolitan
490000,Southern Metropolitan
440000,Southern Metropolitan
1406000,Western Metropolitan
1305000,Western Metropolitan
488000,Northern Metropolitan
783000,Northern Metropolitan
1750000,Northern Metropolitan
1013000,Northern Metropolitan
1171000,Northern Metropolitan
783000,Northern Metropolitan
435000,Northern Metropolitan
1053000,Northern Metropolitan
295000,Northern Metropolitan
910000,Southern Metropolitan
360000,Western Metropolitan
1350000,Northern Metropolitan
858000,Western Metropolitan
593000,Western Metropolitan
640000,Western Metropolitan
961000,Western Metropolitan
1535000,Southern Metropolitan
570000,Western Metropolitan
2345000,Northern Metropolitan
2022292,Northern Metropolitan
617625,Western Metropolitan
900000,Western Metropolitan
767212,Western Metropolitan
650000,Western Metropolitan
950000,Western Metropolitan
1374620,Western Metropolitan
1225000,Southern Metropolitan
622000,Western Metropolitan
825000,Western Metropolitan
1475000,Southern Metropolitan
3050000,Southern Metropolitan
1926869,Southern Metropolitan
2160000,Southern Metropolitan
1050000,Southern Metropolitan
1275000,Southern Metropolitan
640000,Eastern Metropolitan
500000,Eastern Metropolitan
825000,Eastern Metropolitan
800000,Southern Metropolitan
1221000,Southern Metropolitan
1800000,Southern Metropolitan
2528750,Southern Metropolitan
1823000,Southern Metropolitan
1365000,Southern Metropolitan
1045000,Southern Metropolitan
1220000,Southern Metropolitan
627500,Eastern Victoria
1095000,Eastern Metropolitan
1817833,Eastern Metropolitan
1020000,Eastern Metropolitan
1091450,Eastern Metropolitan
642000,Eastern Metropolitan
840000,Eastern Metropolitan
2650000,Southern Metropolitan
380000,Southern Metropolitan
3250000,Southern Metropolitan
1731000,Southern Metropolitan
465000,Northern Metropolitan
518500,Northern Metropolitan
665000,Western Metropolitan
692000,Northern Metropolitan
1305000,Northern Metropolitan
1043710,Northern Metropolitan
1100000,Northern Metropolitan
573000,Northern Metropolitan
1060000,Eastern Metropolitan
851750,Northern Metropolitan
805000,Northern Metropolitan
682000,Northern Metropolitan
510000,Northern Metropolitan
535000,Western Metropolitan
1088000,Eastern Metropolitan
1180000,Eastern Metropolitan
630000,Western Metropolitan
677000,Southern Metropolitan
1749000,Southern Metropolitan
670000,Southern Metropolitan
1320000,Southern Metropolitan
816000,Southern Metropolitan
350000,Northern Metropolitan
620000,Northern Metropolitan
1760000,Northern Metropolitan
300000,Southern Metropolitan
545000,Western Metropolitan
1800000,Southern Metropolitan
1091500,Southern Metropolitan
996662,Southern Metropolitan
1140000,Southern Metropolitan
950000,Southern Metropolitan
1171000,Southern Metropolitan
425000,Southern Metropolitan
1116000,Southern Metropolitan
790000,South-Eastern Metropolitan
1293439,South-Eastern Metropolitan
1145000,South-Eastern Metropolitan
1030000,Northern Metropolitan
900000,Northern Metropolitan
620000,Northern Metropolitan
922000,Northern Metropolitan
940020,Northern Metropolitan
1077000,Northern Metropolitan
800000,Northern Metropolitan
805000,Northern Metropolitan
665000,Northern Metropolitan
607000,Northern Metropolitan
