Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount
Mulgrave,2 Barclay Ct,3,h,880000,SA,Nelson,2017-06-03T00:00:00Z,18.8,3170,3,2,2,705,1983,Monash,South-Eastern Metropolitan,7113
Mulgrave,12 Brookland Ct,4,h,1106667,PI,Ray,2017-06-03T00:00:00Z,18.8,3170,4,2,2,913,1980,Monash,South-Eastern Metropolitan,7113
Mulgrave,2 Gregory Cr,3,h,960000,S,Ray,2017-06-03T00:00:00Z,18.8,3170,3,2,2,564,1983,Monash,South-Eastern Metropolitan,7113
Mulgrave,6 Trentbridge Rd,5,h,952000,SP,Barry,2017-06-03T00:00:00Z,18.8,3170,5,3,2,524,2009,Monash,South-Eastern Metropolitan,7113
Mulgrave,101b Wanda St,4,t,750000,S,Ray,2017-06-03T00:00:00Z,18.8,3170,4,2,3,740,1980,Monash,South-Eastern Metropolitan,7113
Murrumbeena,13 Churchill Cl,3,h,1256000,S,Woodards,2017-06-03T00:00:00Z,10.1,3163,3,2,2,335,1965,Glen Eira,Southern Metropolitan,4442
Murrumbeena,8/9 Dunoon St,1,u,330000,S,hockingstuart,2017-06-03T00:00:00Z,10.1,3163,1,1,1,0,1974,Glen Eira,Southern Metropolitan,4442
Murrumbeena,3/53 Kangaroo Rd,2,u,670000,PI,Buxton,2017-06-03T00:00:00Z,10.1,3163,2,1,2,0,1986,Glen Eira,Southern Metropolitan,4442
Murrumbeena,162 Murrumbeena Rd,4,h,1535333,SA,Buxton,2017-06-03T00:00:00Z,10.1,3163,4,2,1,556,1944,Glen Eira,Southern Metropolitan,4442
Murrumbeena,13/9 Murrumbeena Cr,1,u,292000,SP,Gary,2017-06-03T00:00:00Z,10.1,3163,1,1,1,126,1974,Glen Eira,Southern Metropolitan,4442
Murrumbeena,1/1 Nangana Rd,2,u,602000,S,hockingstuart,2017-06-03T00:00:00Z,10.1,3163,2,1,1,1166,1986,Glen Eira,Southern Metropolitan,4442
Newport,3/53 Bunbury St,2,u,784294,PI,Williams,2017-06-03T00:00:00Z,6.2,3015,2,1,2,175,1962,Hobsons Bay,Western Metropolitan,5498
Newport,5/45 Oxford St,1,u,892900,PI,Williams,2017-06-03T00:00:00Z,6.2,3015,1,1,1,0,1970,Hobsons Bay,Western Metropolitan,5498
Niddrie,61 Nolan St,4,h,1337000,S,Barry,2017-06-03T00:00:00Z,10.4,3042,4,2,2,650,1955,Moonee Valley,Western Metropolitan,2291
Niddrie,3 Shaw St,3,t,939847,SP,McDonald,2017-06-03T00:00:00Z,10.4,3042,3,2,1,292,2017,Moonee Valley,Western Metropolitan,2291
North Melbourne,22 Melrose St,2,h,970000,S,JMRE,2017-06-03T00:00:00Z,1.8,3051,2,1,0,102,1900,Melbourne,Northern Metropolitan,6821
Northcote,106/2 Beavers Rd,2,u,550000,PI,McGrath,2017-06-03T00:00:00Z,5.3,3070,2,1,1,264,1950,Darebin,Northern Metropolitan,11364
Northcote,44 Bent St,3,h,1232000,S,Nelson,2017-06-03T00:00:00Z,5.3,3070,3,1,1,352,1900,Darebin,Northern Metropolitan,11364
Nunawading,2/71 Junction Rd,4,t,1200000,S,Noel,2017-06-03T00:00:00Z,15.4,3131,4,2,2,554,1979,Whitehorse,Eastern Metropolitan,4973
Nunawading,1A Thelma St,4,t,950000,VB,Jellis,2017-06-03T00:00:00Z,15.4,3131,4,2,2,338,1979,Whitehorse,Eastern Metropolitan,4973
Oak Park,3/13 Cartwright St,2,u,630000,SP,Brad,2017-06-03T00:00:00Z,11.2,3046,2,1,1,249,2010,Moreland,Northern Metropolitan,2651
Oak Park,4/4 Ethel St,2,u,460000,S,Brad,2017-06-03T00:00:00Z,11.2,3046,2,1,1,106,2010,Moreland,Northern Metropolitan,2651
Oak Park,24 Vincent St,4,h,1138000,SA,Nelson,2017-06-03T00:00:00Z,11.2,3046,4,2,2,697,1960,Moreland,Northern Metropolitan,2651
Oak Park,1/43 Watt Av,3,t,870000,S,Nelson,2017-06-03T00:00:00Z,11.2,3046,3,1,2,468,1977,Moreland,Northern Metropolitan,2651
Oakleigh,19 Westgate St,4,h,1410000,PI,Woodards,2017-06-03T00:00:00Z,12.3,3166,4,2,2,568,1962,Monash,Southern Metropolitan,3224
Oakleigh,31 Westgate St,3,h,1245000,S,Woodards,2017-06-03T00:00:00Z,12.3,3166,3,1,1,545,1946,Monash,Southern Metropolitan,3224
Oakleigh East,41 Clayton Rd,2,h,1114000,S,Ray,2017-06-03T00:00:00Z,12.3,3166,2,1,1,703,1960,Monash,Southern Metropolitan,2547
Oakleigh East,3/1 Inga St,3,u,740000,S,Buxton,2017-06-03T00:00:00Z,12.3,3166,3,1,1,211,2004,Monash,Southern Metropolitan,2547
Oakleigh South,5 Ellesmere St,4,h,1120000,S,Buxton,2017-06-03T00:00:00Z,15.5,3167,4,2,2,564,1975,Kingston,South-Eastern Metropolitan,3692
Oakleigh South,47 Washington Dr,3,h,945000,S,Woodards,2017-06-03T00:00:00Z,15.5,3167,3,1,2,640,1964,Kingston,South-Eastern Metropolitan,3692
Ormond,8/17 Arnott St,1,u,280000,SP,Thomson,2017-06-03T00:00:00Z,11.4,3204,1,1,1,821,1975,Glen Eira,Southern Metropolitan,3578
Ormond,301/437 North Rd,2,u,485000,SP,Gary,2017-06-03T00:00:00Z,11.4,3204,2,1,1,0,2012,Glen Eira,Southern Metropolitan,3578
Pakenham,31 Azalea Av,4,h,510000,SP,Ray,2017-06-03T00:00:00Z,47.3,3810,4,2,2,526,2009,Cardinia,Eastern Victoria,17384
Parkdale,22 Booth St,3,h,1315000,SP,Buxton,2017-06-03T00:00:00Z,21.5,3195,3,2,2,627,1950,Kingston,South-Eastern Metropolitan,5087
Parkdale,2/88 Keith St,2,t,620000,PI,Buxton,2017-06-03T00:00:00Z,21.5,3195,2,1,1,465,1978,Kingston,South-Eastern Metropolitan,5087
Parkville,401/228 The Avenue,3,u,1770000,S,Woodards,2017-06-03T00:00:00Z,1.8,3052,3,2,1,2431,1999,Melbourne,Northern Metropolitan,2309
Pascoe Vale,12 Daphne St,4,h,927688,S,Nelson,2017-06-03T00:00:00Z,8.5,3044,4,2,1,428,1972,Moreland,Northern Metropolitan,7485
Pascoe Vale,41 Essex St,3,u,630000,S,Brad,2017-06-03T00:00:00Z,8.5,3044,3,1,1,365,1974,Moreland,Northern Metropolitan,7485
Pascoe Vale,1/6 Hazel Gr,1,u,299875,S,Nelson,2017-06-03T00:00:00Z,8.5,3044,1,1,1,75,1970,Moreland,Northern Metropolitan,7485
Pascoe Vale,1/79 Park St,2,t,622816,SN,Barry,2017-06-03T00:00:00Z,8.5,3044,2,1,1,155,2012,Moreland,Northern Metropolitan,7485
Pascoe Vale,307/15 Pascoe St,2,u,622816,SN,Barry,2017-06-03T00:00:00Z,8.5,3044,2,1,1,297,1988,Moreland,Northern Metropolitan,7485
Point Cook,8 Fuchsia Cr,4,h,716500,S,LJ,2017-06-03T00:00:00Z,14.7,3030,4,2,2,522,2008,Wyndham,Western Metropolitan,15542
Port Melbourne,120/1 Graham St,3,u,1725000,PI,Marshall,2017-06-03T00:00:00Z,3.5,3207,3,2,2,0,2000,Port Phillip,Southern Metropolitan,8648
Port Melbourne,410 Graham St,3,h,1325000,PI,Marshall,2017-06-03T00:00:00Z,3.5,3207,3,2,2,133,1942,Port Phillip,Southern Metropolitan,8648
Port Melbourne,51 Lyons St,3,h,1557621,PI,Marshall,2017-06-03T00:00:00Z,3.5,3207,3,2,0,143,1920,Port Phillip,Southern Metropolitan,8648
Port Melbourne,202/2 Rouse St,2,u,625000,S,Biggin,2017-06-03T00:00:00Z,3.5,3207,2,1,1,6830,1981,Port Phillip,Southern Metropolitan,8648
Port Melbourne,409/216 Rouse St,2,u,665000,SP,Cayzer,2017-06-03T00:00:00Z,3.5,3207,2,2,1,1472,2010,Port Phillip,Southern Metropolitan,8648
Prahran,22 Abeckett St,3,h,1810000,PI,Marshall,2017-06-03T00:00:00Z,4.6,3181,3,2,1,415,1926,Stonnington,Southern Metropolitan,7717
Prahran,201/8 Bangs St,1,u,329000,S,Thomson,2017-06-03T00:00:00Z,4.6,3181,1,1,1,358,1953,Stonnington,Southern Metropolitan,7717
Prahran,37 Charles St,3,h,1400000,VB,Jellis,2017-06-03T00:00:00Z,4.6,3181,3,2,0,145,1880,Stonnington,Southern Metropolitan,7717
Prahran,213/15 Clifton St,1,u,485324,PI,hockingstuart,2017-06-03T00:00:00Z,4.6,3181,1,1,1,0,2013,Stonnington,Southern Metropolitan,7717
Prahran,16/10 Williams Rd,2,u,928276,S,Biggin,2017-06-03T00:00:00Z,4.6,3181,2,1,1,0,1943,Stonnington,Southern Metropolitan,7717
Preston,129 Albert St,3,h,850000,SP,McGrath,2017-06-03T00:00:00Z,8.4,3072,3,1,2,485,1951,Darebin,Northern Metropolitan,14577
Preston,4 Austin St,3,h,920034,S,Nelson,2017-06-03T00:00:00Z,8.4,3072,3,1,2,577,1951,Darebin,Northern Metropolitan,14577
Preston,10/4 Austral Av,2,t,645000,SA,Nelson,2017-06-03T00:00:00Z,8.4,3072,2,1,1,391,1965,Darebin,Northern Metropolitan,14577
Preston,1 Bellarine St,5,h,1400000,PI,hockingstuart,2017-06-03T00:00:00Z,8.4,3072,5,2,2,558,1925,Darebin,Northern Metropolitan,14577
Preston,3A Carlisle St,3,t,808000,SP,Love,2017-06-03T00:00:00Z,8.4,3072,3,1,2,464,1951,Darebin,Northern Metropolitan,14577
Preston,34 Grange St,3,h,930000,S,Barry,2017-06-03T00:00:00Z,8.4,3072,3,1,0,357,1951,Darebin,Northern Metropolitan,14577
Preston,7 Larne Gr,3,h,1130000,PI,Barry,2017-06-03T00:00:00Z,8.4,3072,3,1,2,464,1951,Darebin,Northern Metropolitan,14577
Preston,121 Murray Rd,4,h,830000,PI,Love,2017-06-03T00:00:00Z,8.4,3072,4,1,2,540,1965,Darebin,Northern Metropolitan,14577
Preston,145 Murray Rd,3,h,881000,S,Love,2017-06-03T00:00:00Z,8.4,3072,3,1,2,470,1930,Darebin,Northern Metropolitan,14577
Preston,2/7 Oak St,3,u,660000,S,Nelson,2017-06-03T00:00:00Z,8.4,3072,3,1,1,234,1995,Darebin,Northern Metropolitan,14577
Preston,202 Raglan St,3,h,945000,S,McGrath,2017-06-03T00:00:00Z,8.4,3072,3,1,2,349,1940,Darebin,Northern Metropolitan,14577
Preston,8 Scotia St,3,h,1210000,S,Nelson,2017-06-03T00:00:00Z,8.4,3072,3,2,2,515,1920,Darebin,Northern Metropolitan,14577
Preston,34 Showers St,3,h,970000,S,Nelson,2017-06-03T00:00:00Z,8.4,3072,3,1,1,345,1950,Darebin,Northern Metropolitan,14577
Preston,3/26 Tyler St,2,u,465000,PI,Nelson,2017-06-03T00:00:00Z,8.4,3072,2,1,1,163,1965,Darebin,Northern Metropolitan,14577
Preston,42 Tyler St,3,h,725000,S,Barry,2017-06-03T00:00:00Z,8.4,3072,3,1,2,590,1950,Darebin,Northern Metropolitan,14577
Preston,24b Tynan St,3,h,920034,S,Nelson,2017-06-03T00:00:00Z,8.4,3072,3,1,2,464,1951,Darebin,Northern Metropolitan,14577
Preston,49 Wallace St,3,h,990000,S,hockingstuart,2017-06-03T00:00:00Z,8.4,3072,3,1,1,545,1951,Darebin,Northern Metropolitan,14577
Preston,39 William St,3,h,972500,S,Nelson,2017-06-03T00:00:00Z,8.4,3072,3,1,1,448,1930,Darebin,Northern Metropolitan,14577
Preston,26A Young St,3,h,955000,S,Nelson,2017-06-03T00:00:00Z,8.4,3072,3,1,1,263,2000,Darebin,Northern Metropolitan,14577
Princes Hill,109 McIlwraith St,3,h,1900000,PI,Nelson,2017-06-03T00:00:00Z,3.5,3054,3,1,0,204,1910,Yarra,Northern Metropolitan,1008
Reservoir,7 Allan St,4,h,913576,SN,Love,2017-06-03T00:00:00Z,12,3073,4,1,2,725,1965,Darebin,Northern Metropolitan,21650
Reservoir,13 Crispe St,4,h,1100000,S,Barry,2017-06-03T00:00:00Z,12,3073,4,2,2,665,1965,Darebin,Northern Metropolitan,21650
Reservoir,1/91 Darebin Bvd,2,u,539099,S,Ray,2017-06-03T00:00:00Z,12,3073,2,1,1,258,1988,Darebin,Northern Metropolitan,21650
Reservoir,5 Edgar St,5,h,1266000,S,Nelson,2017-06-03T00:00:00Z,12,3073,5,2,2,601,1990,Darebin,Northern Metropolitan,21650
Reservoir,9 Frankston St,3,h,1040000,S,Nelson,2017-06-03T00:00:00Z,12,3073,3,2,1,461,1966,Darebin,Northern Metropolitan,21650
Reservoir,3/48 Goulburn Av,2,t,625000,S,Ray,2017-06-03T00:00:00Z,12,3073,2,1,1,258,1988,Darebin,Northern Metropolitan,21650
Reservoir,1/23 Lake St,3,t,721441,PI,Nelson,2017-06-03T00:00:00Z,12,3073,3,1,2,775,1966,Darebin,Northern Metropolitan,21650
Reservoir,7 Lambassa Gr,3,h,751000,S,Barry,2017-06-03T00:00:00Z,12,3073,3,1,2,775,1966,Darebin,Northern Metropolitan,21650
Reservoir,2/12 MacK St,3,t,721441,PI,Nelson,2017-06-03T00:00:00Z,12,3073,3,2,1,160,2000,Darebin,Northern Metropolitan,21650
Reservoir,81 McMahon Rd,2,h,888000,S,Ray,2017-06-03T00:00:00Z,12,3073,2,1,2,649,1988,Darebin,Northern Metropolitan,21650
Reservoir,2/33 Oconnor St,2,t,521000,S,Harcourts,2017-06-03T00:00:00Z,12,3073,2,1,1,0,2009,Darebin,Northern Metropolitan,21650
Reservoir,2a Palm Av,1,u,423750,S,Nelson,2017-06-03T00:00:00Z,12,3073,1,1,1,82,1993,Darebin,Northern Metropolitan,21650
Reservoir,76 Powell St,3,h,857700,SP,hockingstuart,2017-06-03T00:00:00Z,12,3073,3,1,1,325,1930,Darebin,Northern Metropolitan,21650
Reservoir,2/4 Pratt St,3,t,642500,S,Barry,2017-06-03T00:00:00Z,12,3073,3,2,2,160,2010,Darebin,Northern Metropolitan,21650
Reservoir,3/19 Tambo Av,2,t,555000,SP,Nelson,2017-06-03T00:00:00Z,12,3073,2,1,1,258,1988,Darebin,Northern Metropolitan,21650
Richmond,7 Benson St,3,h,1676000,S,Biggin,2017-06-03T00:00:00Z,2.4,3121,3,1,1,294,1945,Yarra,Northern Metropolitan,14949
Richmond,27 Charlotte St,4,h,1400000,S,Biggin,2017-06-03T00:00:00Z,2.4,3121,4,1,0,244,1924,Yarra,Northern Metropolitan,14949
Richmond,22 Glass St,3,h,1301000,S,Jellis,2017-06-03T00:00:00Z,2.4,3121,3,1,1,163,1990,Yarra,Northern Metropolitan,14949
Richmond,5/202 Lennox St,2,u,575000,S,Biggin,2017-06-03T00:00:00Z,2.4,3121,2,1,1,407,1960,Yarra,Northern Metropolitan,14949
Richmond,3A Waltham Pl,4,h,1811528,S,Marshall,2017-06-03T00:00:00Z,2.4,3121,4,2,1,222,1924,Yarra,Northern Metropolitan,14949
Ringwood,2/27 Georges Rd,3,u,766000,SP,Carter,2017-06-03T00:00:00Z,19.9,3134,3,1,2,327,1978,Maroondah,Eastern Metropolitan,7785
Ringwood East,8 Marwarra St,4,h,910000,S,Fletchers,2017-06-03T00:00:00Z,21.3,3135,4,1,2,669,1965,Maroondah,Eastern Metropolitan,4407
Ringwood East,6 Victoria St,4,h,1200000,S,Real,2017-06-03T00:00:00Z,21.3,3135,4,1,1,833,1960,Maroondah,Eastern Metropolitan,4407
Ringwood North,28 Adolphson Av,3,h,1005000,S,Carter,2017-06-03T00:00:00Z,19.9,3134,3,2,2,376,1976,Maroondah,Eastern Metropolitan,3619
Rosanna,1/42 Grandview Gr,3,u,913469,SN,Barry,2017-06-03T00:00:00Z,8.9,3084,3,1,2,546,1970,Banyule,Eastern Metropolitan,3540
Rosanna,65 Greville Rd,4,h,1166833,S,Nelson,2017-06-03T00:00:00Z,8.9,3084,4,2,2,647,1955,Banyule,Eastern Metropolitan,3540
Rosanna,6/3 Lower Plenty Rd,2,u,725647,PI,Barry,2017-06-03T00:00:00Z,8.9,3084,2,2,2,256,1930,Banyule,Eastern Metropolitan,3540
Rosanna,1/64 Lower Plenty Rd,2,u,675000,S,Miles,2017-06-03T00:00:00Z,8.9,3084,2,1,1,247,1961,Banyule,Eastern Metropolitan,3540
Rosanna,1/237 Rosanna Rd,2,h,725647,SN,Barry,2017-06-03T00:00:00Z,8.9,3084,2,1,2,234,1930,Banyule,Eastern Metropolitan,3540
Rowville,240 Dandelion Dr,3,h,622000,S,Ray,2017-06-03T00:00:00Z,23.5,3178,3,1,1,372,1996,Knox,South-Eastern Metropolitan,11667
Roxburgh Park,12 Simmonds Pl,3,h,425000,S,Ray,2017-06-03T00:00:00Z,20.6,3064,3,2,2,255,1996,Hume,Northern Metropolitan,5833
Sandringham,131 Bay Rd,4,t,2300000,S,Hodges,2017-06-03T00:00:00Z,15.2,3191,4,2,2,604,1940,Bayside,Southern Metropolitan,4497
Sandringham,34 Brighton St,3,h,1710000,SP,Buxton,2017-06-03T00:00:00Z,15.2,3191,3,2,0,398,1920,Bayside,Southern Metropolitan,4497
Sandringham,205/18 Station St,2,u,516000,S,Chisholm,2017-06-03T00:00:00Z,15.2,3191,2,1,1,69,1970,Bayside,Southern Metropolitan,4497
Sandringham,5 Tennyson St,4,t,2221000,S,McGrath,2017-06-03T00:00:00Z,15.2,3191,4,2,2,381,2000,Bayside,Southern Metropolitan,4497
Scoresby,13 Drysdale Ct,4,h,1018000,SN,Barry,2017-06-03T00:00:00Z,22.2,3179,4,2,3,667,1979,Knox,Eastern Metropolitan,2206
Seabrook,21 Catherine Rd,3,h,515000,SP,LJ,2017-06-03T00:00:00Z,15.5,3028,3,1,2,531,1985,Hobsons Bay,Western Metropolitan,1793
Seaford,43 Galway St,3,h,540000,S,Harcourts,2017-06-03T00:00:00Z,35.4,3198,3,1,2,648,1960,Frankston,South-Eastern Metropolitan,8077
Seaholme,26 Sussex St,3,h,1360000,S,Sweeney,2017-06-03T00:00:00Z,11,3018,3,2,6,663,1970,Hobsons Bay,Western Metropolitan,852
Seddon,60 Station Rd,4,h,1500000,SP,Sweeney,2017-06-03T00:00:00Z,5.1,3011,4,3,2,169,1960,Maribyrnong,Western Metropolitan,2417
Seddon,17 Tennyson St,3,h,1180000,SP,Biggin,2017-06-03T00:00:00Z,5.1,3011,3,1,0,198,1910,Maribyrnong,Western Metropolitan,2417
South Kingsville,76 Saltley St,3,h,790000,S,McGrath,2017-06-03T00:00:00Z,6.2,3015,3,2,2,334,2003,Hobsons Bay,Western Metropolitan,984
South Melbourne,305/196 Albert Rd,2,u,805000,S,Cayzer,2017-06-03T00:00:00Z,1.9,3205,2,2,2,0,1963,Port Phillip,Southern Metropolitan,5943
South Melbourne,1211/50 Albert Rd,2,u,530000,VB,Greg,2017-06-03T00:00:00Z,1.9,3205,2,1,1,1646,2012,Port Phillip,Southern Metropolitan,5943
South Morang,7 Alexis Cl,4,h,915000,S,Harcourts,2017-06-03T00:00:00Z,20.5,3752,4,3,2,624,2005,Whittlesea,Northern Metropolitan,7969
South Morang,3 Axa Wy,3,h,460000,SP,Nelson,2017-06-03T00:00:00Z,20.5,3752,3,2,2,420,2003,Whittlesea,Northern Metropolitan,7969
South Morang,18 Grange Dr,3,h,644000,S,Harcourts,2017-06-03T00:00:00Z,20.5,3752,3,2,4,492,2007,Whittlesea,Northern Metropolitan,7969
South Morang,141 Hawkstowe Pde,5,h,905000,S,Ray,2017-06-03T00:00:00Z,20.5,3752,5,5,3,700,2010,Whittlesea,Northern Metropolitan,7969
South Morang,4 Kipping Ri,3,h,647000,S,RW,2017-06-03T00:00:00Z,20.5,3752,3,2,2,420,2003,Whittlesea,Northern Metropolitan,7969
South Yarra,104/2 Cromwell Rd,2,u,800000,SP,Abercromby's,2017-06-03T00:00:00Z,2.7,3141,2,2,1,0,2014,Stonnington,Southern Metropolitan,14887
South Yarra,78 Hope St,2,h,2210000,S,Castran,2017-06-03T00:00:00Z,2.7,3141,2,2,1,187,1890,Melbourne,Southern Metropolitan,14887
South Yarra,4 Palfreyman St,3,h,1400000,SP,Kay,2017-06-03T00:00:00Z,2.7,3141,3,1,1,136,1993,Stonnington,Southern Metropolitan,14887
South Yarra,28/77 Park St,1,u,462138,SN,Whiting,2017-06-03T00:00:00Z,2.7,3141,1,1,1,0,1970,Melbourne,Southern Metropolitan,14887
South Yarra,3/7 Rockley Rd,3,u,805000,S,hockingstuart,2017-06-03T00:00:00Z,2.7,3141,3,1,1,0,1970,Stonnington,Southern Metropolitan,14887
South Yarra,3/44 Walsh St,3,u,2400000,VB,Jellis,2017-06-03T00:00:00Z,2.7,3141,3,2,1,0,1940,Melbourne,Southern Metropolitan,14887
South Yarra,7/215 Williams Rd,2,u,535000,SP,Gary,2017-06-03T00:00:00Z,2.7,3141,0,1,1,0,1970,Stonnington,Southern Metropolitan,14887
Southbank,801/151 City Rd,3,u,765000,S,MICM,2017-06-03T00:00:00Z,0.7,3006,3,2,1,25,1987,Melbourne,Southern Metropolitan,8400
Southbank,512/22 Dorcas St,1,u,422000,S,MICM,2017-06-03T00:00:00Z,0.7,3006,1,1,1,63,2010,Melbourne,Southern Metropolitan,8400
Southbank,83/88 Kavanagh St,2,u,599417,PI,Lucas,2017-06-03T00:00:00Z,0.7,3006,2,2,1,2692,2003,Melbourne,Southern Metropolitan,8400
Southbank,2605/63 Whiteman St,2,u,590000,PI,MICM,2017-06-03T00:00:00Z,0.7,3006,2,2,1,0,2009,Melbourne,Southern Metropolitan,8400
Spotswood,3/7 Kernot St,2,u,716286,W,RT,2017-06-03T00:00:00Z,6.2,3015,2,1,1,79,1970,Hobsons Bay,Western Metropolitan,1223
Springvale,18 Keets Ct,2,h,586000,S,Ray,2017-06-03T00:00:00Z,20.8,3171,2,1,1,530,1950,Greater Dandenong,South-Eastern Metropolitan,7412
St Albans,2/44 Avondale Av,3,t,256000,SP,Bells,2017-06-03T00:00:00Z,14,3021,3,1,2,582,1977,Brimbank,Western Metropolitan,14042
St Albans,121B Denton Av,3,h,587281,PI,Barry,2017-06-03T00:00:00Z,14,3021,3,1,2,582,1977,Brimbank,Western Metropolitan,14042
St Albans,14 Horham Ct,4,h,604700,SN,Barry,2017-06-03T00:00:00Z,14,3021,4,1,3,535,1970,Brimbank,Western Metropolitan,14042
St Albans,2/12 Station Av,2,h,593500,SN,Ray,2017-06-03T00:00:00Z,14,3021,2,1,1,588,1975,Brimbank,Western Metropolitan,14042
St Kilda,10 Cintra Av,4,h,2005000,S,Marshall,2017-06-03T00:00:00Z,5,3182,4,2,2,382,1905,Port Phillip,Southern Metropolitan,13240
St Kilda,2b Lambeth Pl,2,u,928000,SP,hockingstuart,2017-06-03T00:00:00Z,5,3182,2,1,1,516,1961,Port Phillip,Southern Metropolitan,13240
St Kilda,1/19 Robe St,2,u,586500,S,Buxton,2017-06-03T00:00:00Z,5,3182,2,1,1,3093,1961,Port Phillip,Southern Metropolitan,13240
St Kilda,24/62 Wellington St,1,u,451000,S,Marshall,2017-06-03T00:00:00Z,5,3182,1,1,1,0,1980,Port Phillip,Southern Metropolitan,13240
Strathmore,5 Columban Av,4,h,1865000,PI,Frank,2017-06-03T00:00:00Z,8.2,3041,4,2,2,482,1975,Moonee Valley,Western Metropolitan,3284
Strathmore,42A Dublin Av,4,t,1200000,PI,Nelson,2017-06-03T00:00:00Z,8.2,3041,4,2,2,482,1975,Moonee Valley,Western Metropolitan,3284
Strathmore,2 Henshall Rd,5,h,1780000,S,Nelson,2017-06-03T00:00:00Z,8.2,3041,5,3,6,699,1978,Moonee Valley,Western Metropolitan,3284
Strathmore,77 Hillsyde Pde,2,h,790000,S,Considine,2017-06-03T00:00:00Z,8.2,3041,2,2,1,213,1990,Moonee Valley,Western Metropolitan,3284
Sunbury,68 Cornish St,3,h,455000,S,YPA,2017-06-03T00:00:00Z,31.7,3429,3,2,2,690,1984,Hume,Western Metropolitan,14092
Sunbury,1 Heysen Dr,3,h,410000,SP,Brad,2017-06-03T00:00:00Z,31.7,3429,3,2,2,600,1980,Hume,Western Metropolitan,14092
Sunshine,2a Martin St,3,u,635000,S,Sweeney,2017-06-03T00:00:00Z,10.5,3020,3,1,2,487,1958,Brimbank,Western Metropolitan,3755
Sunshine,2 McKay St,3,h,775000,S,Jas,2017-06-03T00:00:00Z,10.5,3020,3,2,3,540,1958,Brimbank,Western Metropolitan,3755
Sunshine North,32 Essex St,3,h,690500,S,Sweeney,2017-06-03T00:00:00Z,10.5,3020,3,1,0,637,1971,Brimbank,Western Metropolitan,4217
Sunshine West,7 Fairbairn Rd,3,h,520000,SP,Sweeney,2017-06-03T00:00:00Z,10.5,3020,3,2,2,535,1975,Brimbank,Western Metropolitan,6763
Sunshine West,16 Lauren La,3,h,590900,PI,Douglas,2017-06-03T00:00:00Z,10.5,3020,3,1,2,607,1975,Brimbank,Western Metropolitan,6763
Sunshine West,8 Petina Wy,3,h,573077,SN,Barry,2017-06-03T00:00:00Z,10.5,3020,3,1,2,607,1975,Brimbank,Western Metropolitan,6763
Sunshine West,53 Sanders Av,3,h,670000,PI,S&L,2017-06-03T00:00:00Z,10.5,3020,3,1,2,607,1975,Brimbank,Western Metropolitan,6763
Surrey Hills,21 Chester St,4,h,2033148,SN,hockingstuart,2017-06-03T00:00:00Z,10.2,3127,4,2,2,944,1939,Whitehorse,Southern Metropolitan,5457
Surrey Hills,5/19 Elm St,2,u,740000,VB,HAR,2017-06-03T00:00:00Z,10.2,3127,2,1,2,193,1970,Whitehorse,Southern Metropolitan,5457
Taylors Hill,16 Kirribilli Bvd,3,h,680000,PI,Barry,2017-06-03T00:00:00Z,18,3037,3,2,2,666,2005,Melton,Western Metropolitan,4242
Taylors Lakes,10 Fireball Ct,4,h,744091,SP,Brad,2017-06-03T00:00:00Z,15.5,3038,4,2,2,721,1990,Brimbank,Western Metropolitan,5336
Taylors Lakes,527 Kings Rd,3,h,790500,S,Barry,2017-06-03T00:00:00Z,15.5,3038,3,2,2,808,1993,Brimbank,Western Metropolitan,5336
Taylors Lakes,11 Pacific Pl,3,h,695000,SP,Barry,2017-06-03T00:00:00Z,15.5,3038,3,2,2,665,1990,Brimbank,Western Metropolitan,5336
Taylors Lakes,3 Roper Ct,5,h,805000,S,Barry,2017-06-03T00:00:00Z,15.5,3038,5,2,2,705,1996,Brimbank,Western Metropolitan,5336
Templestowe,5/8 Innisfallen Av,3,t,1156000,S,Jellis,2017-06-03T00:00:00Z,15.5,3106,3,2,2,542,1994,Manningham,Eastern Metropolitan,6202
Templestowe,53 Milne St,3,h,1350000,S,Jellis,2017-06-03T00:00:00Z,15.5,3106,3,2,2,809,1975,Manningham,Eastern Metropolitan,6202
Templestowe Lower,25 Balmoral Av,4,h,1208600,VB,hockingstuart,2017-06-03T00:00:00Z,12.4,3107,4,2,2,694,1979,Manningham,Eastern Metropolitan,5420
Templestowe Lower,1/1 Gambier Av,3,h,710000,S,hockingstuart,2017-06-03T00:00:00Z,12.4,3107,3,1,2,624,1971,Manningham,Eastern Metropolitan,5420
Templestowe Lower,1/285 Thompsons Rd,4,t,1010000,S,Jellis,2017-06-03T00:00:00Z,12.4,3107,4,3,2,332,2013,Manningham,Eastern Metropolitan,5420
Thomastown,46 Lincoln Dr,3,h,580000,PI,Harcourts,2017-06-03T00:00:00Z,15.3,3074,3,1,2,525,1971,Whittlesea,Northern Metropolitan,7955
Thomastown,167 Victoria Dr,3,h,740000,S,Harcourts,2017-06-03T00:00:00Z,15.3,3074,3,2,2,545,1983,Whittlesea,Northern Metropolitan,7955
Thornbury,6/10 Dundas St,2,u,493000,S,Woodards,2017-06-03T00:00:00Z,7,3071,2,1,1,0,1970,Darebin,Northern Metropolitan,8870
